,Unnamed: 0.2,Unnamed: 0,Date_0,0,Date_1,1,Date_2,2,Date_3,3,Date_4,4,Date_5,5,Date_6,6,Date_7,7,Date_8,8,Date_9,9,Date_10,10,Date_11,11,Date_12,12,Date_13,13,Date_14,14,Date_15,15,Date_16,16,Date_17,17,Date_18,18,Date_19,19,Date_20,20,Date_21,21,Date_22,22,Date_23,23,Date_24,24,Date_25,25,Date_26,26,Date_27,27,Date_28,28,Date_29,29,Date_30,30,Date_31,31,Date_32,32,Date_33,33,Date_34,34,Date_35,35,Date_36,36,Date_37,37,Date_38,38,Date_39,39,Date_40,40,Date_41,41,Date_42,42,Date_43,43,Date_44,44,Date_45,45,Date_46,46,Date_47,47,Date_48,48,Date_49,49,Date_50,50,Date_51,51,Date_52,52,Date_53,53,Date_54,54,Date_55,55,Date_56,56,Date_57,57,Date_58,58,Date_59,59,Date_60,60,Date_61,61,Date_62,62,Date_63,63,Date_64,64,Date_65,65,Date_66,66,Date_67,67,Date_68,68,Date_69,69,Date_70,70,Date_71,71,Date_72,72,Date_73,73,Date_74,74,Date_75,75,Date_76,76,Date_77,77,Date_78,78,Date_79,79,Date_80,80,Date_81,81,Date_82,82,Date_83,83,Date_84,84,Date_85,85,Date_86,86,Date_87,87,Date_88,88,Date_89,89,Date_90,90,Unnamed: 0.1,Date_91,91,Date_92,92,Date_93,93,Date_94,94,Date_95,95,Date_96,96,Date_97,97,Date_98,98,Date_99,99
35,35,35,2022-03-30,1.0008252,2022-03-30,0.9743253,2022-04-02,0.9995082,2022-03-30,0.9862706,2022-03-30,0.9880284,2022-04-07,0.98754054,2022-03-30,0.9959774,2022-04-01,0.9963454,2022-03-30,0.9886832,2022-03-31,0.9871533,2022-04-02,0.9906868,2022-04-01,1.0008774,2022-04-01,0.99643856,2022-03-30,0.98919666,2022-03-30,0.9889415,2022-04-02,1.0072825,2022-04-02,0.99946713,2022-04-01,0.9972482,2022-03-30,0.9875636,2022-04-01,0.9867127,2022-04-04,0.9842154,2022-04-02,0.9827026,2022-03-30,0.99272513,2022-04-02,0.98273635,2022-04-01,0.9883078,2022-03-30,0.98538435,2022-06-26,0.98926437,2022-03-30,0.9881757,2022-04-05,0.98433346,2022-03-30,0.98475355,2022-03-30,0.9994438,2022-04-01,0.9902814,2022-03-30,0.99240315,2022-03-30,1.005116,2022-03-30,0.98798704,2022-03-30,0.98738474,2022-03-30,0.98702097,2022-04-01,0.98910064,2022-03-30,0.9937789,2022-03-30,0.986036,2022-04-01,0.98621446,2022-03-30,0.98844576,2022-04-04,0.9878078,2022-04-02,0.99062693,2022-03-30,0.99879336,2022-04-07,0.987548,2022-03-07,0.99104244,2022-03-30,0.9880129,2022-04-05,0.9965905,2022-03-30,0.9872162,2022-03-30,0.97431636,2022-03-31,0.99063975,2022-03-30,0.9866687,2022-03-31,0.9859975,2022-03-30,0.97425485,2022-03-30,1.0011635,2022-03-30,0.9924402,2022-03-30,0.8959379,2022-03-31,0.98680776,2022-04-02,0.99306405,2022-04-01,0.9903943,2022-03-31,0.9858457,2022-03-30,0.99021626,2022-03-30,0.9850902,2022-04-05,0.9842308,2022-03-31,0.9905097,2022-04-01,0.9884009,2022-03-30,0.9864917,2022-03-31,0.98593974,2022-04-01,0.9902646,2022-04-01,1.0011115,2022-03-31,0.99932176,2022-03-30,0.9849832,2022-03-30,0.9907074,2022-04-01,0.98870754,2022-03-01,0.98479515,2022-03-30,0.9866611,2022-04-02,0.9930533,2022-04-01,0.9860547,2022-05-24,0.9884658,2022-03-30,0.99593115,2022-03-30,0.98744226,2022-03-03,0.9848079,2022-06-28,0.9886459,2022-03-30,0.9989773,2022-04-02,0.999485,2022-03-31,0.98476845,2022-03-30,0.98710245,2022-03-30,0.98726946,2022-03-31,0.98587346,2022-03-30,0.9233604,35.0,2022-03-30,0.990694,2022-03-31,0.99071014,2022-03-30,0.9863241,2022-03-31,0.98613405,2022-04-01,0.98826814,2022-03-06,0.9906211,2022-04-01,0.98635983,2022-03-31,0.98612636,2022-03-30,0.98932743
36,36,36,2022-04-01,0.98534876,2022-04-02,0.98864174,2022-04-04,0.9937301,2022-04-02,0.9862706,2022-04-02,0.9884073,2022-04-09,1.0047073,2022-04-02,0.98620945,2022-04-03,0.9890337,2022-04-02,0.995874,2022-04-02,0.9732909,2022-04-04,0.99369,2022-04-03,0.9937347,2022-04-03,0.98896563,2022-04-02,0.9875785,2022-04-01,0.9897141,2022-04-04,0.9833692,2022-04-04,0.99376035,2022-04-03,0.9876823,2022-04-02,0.98842716,2022-04-03,0.9931173,2022-04-06,0.99254394,2022-04-05,0.9962103,2022-04-02,0.9878138,2022-04-05,0.99608696,2022-04-03,0.9918266,2022-04-01,0.97597015,2022-07-01,0.98926437,2022-04-02,0.98841476,2022-04-08,0.98433346,2022-04-02,0.9867847,2022-04-01,0.98555726,2022-04-03,0.9884714,2022-04-02,0.99065775,2022-04-02,0.9851922,2022-04-02,0.9884035,2022-04-01,0.99271715,2022-04-02,0.98844594,2022-04-03,0.99810386,2022-04-02,0.9851367,2022-04-02,0.986036,2022-04-03,0.99189675,2022-04-02,0.99610835,2022-04-06,0.9843625,2022-04-04,0.99366134,2022-04-01,0.98559827,2022-04-09,1.0047123,2022-03-08,1.0025368,2022-04-01,0.9891707,2022-04-07,0.9826057,2022-04-02,0.98837614,2022-04-02,0.9885067,2022-04-02,0.9863957,2022-04-02,0.9866687,2022-04-02,0.9922641,2022-04-02,0.9889881,2022-04-01,0.9849222,2022-04-02,0.99071056,2022-04-02,0.9848354,2022-04-02,0.99225265,2022-04-04,0.9843611,2022-04-03,0.98856497,2022-04-02,0.98529726,2022-04-02,0.98537964,2022-04-02,0.9868543,2022-04-07,0.99494207,2022-04-02,0.9862081,2022-04-03,0.9918384,2022-04-01,0.99574345,2022-04-02,0.9922733,2022-04-03,0.9887157,2022-04-03,0.9937708,2022-04-02,0.98687553,2022-04-02,0.98684096,2022-04-01,0.9873481,2022-04-03,0.9918678,2022-03-03,0.9975734,2022-04-02,0.9866611,2022-04-04,0.98438907,2022-04-03,0.99191403,2022-05-29,0.9884658,2022-04-02,0.98657864,2022-04-02,0.988454,2022-03-05,0.9939329,2022-07-03,0.9886459,2022-04-01,1.003156,2022-04-04,0.9937132,2022-04-02,0.9828194,2022-04-01,0.9886894,2022-04-01,0.9927874,2022-04-02,0.98518974,2022-04-02,0.98475164,36.0,2022-04-01,0.987411,2022-04-02,0.98621756,2022-04-02,0.9863241,2022-04-02,0.9849048,2022-04-03,0.991829,2022-03-08,0.9842322,2022-04-03,0.99189013,2022-04-02,0.98496467,2022-04-02,0.9876007
37,37,37,2022-04-04,0.9986973,2022-04-04,0.97103345,2022-04-07,0.98436254,2022-04-04,0.9862706,2022-04-04,0.9880284,2022-04-12,0.9877054,2022-04-04,0.99578285,2022-04-06,1.0012035,2022-04-04,0.9886832,2022-04-05,0.9871533,2022-04-07,0.98447543,2022-04-06,0.9879765,2022-04-06,1.0012193,2022-04-04,0.98919666,2022-04-04,0.9889415,2022-04-07,0.98426235,2022-04-07,0.9843032,2022-04-06,0.98429465,2022-04-04,0.9875636,2022-04-06,0.9867127,2022-04-09,0.9842154,2022-04-07,0.98271996,2022-04-04,0.99289423,2022-04-07,0.98275083,2022-04-06,0.9883078,2022-04-04,0.98538435,2022-07-06,0.98926437,2022-04-04,0.9881757,2022-04-13,0.98433346,2022-04-04,0.98475355,2022-04-04,1.0007458,2022-04-06,0.98761153,2022-04-04,0.99360913,2022-04-04,0.9911064,2022-04-04,0.98798704,2022-04-04,0.98738474,2022-04-04,0.98702097,2022-04-06,0.98910064,2022-04-04,0.9927015,2022-04-04,0.986036,2022-04-06,0.98621446,2022-04-04,0.98844576,2022-04-09,0.9712535,2022-04-07,0.9844845,2022-04-04,1.000632,2022-04-12,0.9877118,2022-03-10,0.98417634,2022-04-04,0.9878903,2022-04-12,0.98306674,2022-04-04,0.9872162,2022-04-04,0.97113043,2022-04-05,0.99050224,2022-04-04,0.9866687,2022-04-05,0.9859975,2022-04-04,0.9708615,2022-04-04,0.9985672,2022-04-04,0.9936411,2022-04-04,0.9895286,2022-04-05,0.98680776,2022-04-07,1.0020278,2022-04-06,0.98757464,2022-04-05,0.9862246,2022-04-04,0.9937626,2022-04-04,0.9850902,2022-04-12,0.9470225,2022-04-05,0.9903673,2022-04-06,0.9884009,2022-04-04,0.9864917,2022-04-05,0.98593974,2022-04-06,0.98760563,2022-04-06,0.9876265,2022-04-05,0.998362,2022-04-04,0.9849832,2022-04-04,0.99174154,2022-04-06,0.98870754,2022-03-04,0.9874473,2022-04-04,0.9866611,2022-04-07,1.0020216,2022-04-06,0.9860547,2022-06-03,0.9884658,2022-04-04,0.9957732,2022-04-04,0.98744226,2022-03-06,1.0054054,2022-07-08,0.9886459,2022-04-04,0.9991497,2022-04-07,0.9843612,2022-04-05,1.0062172,2022-04-04,0.98700947,2022-04-04,0.98726946,2022-04-05,0.98622614,2022-04-04,0.99002355,37.0,2022-04-04,0.99172825,2022-04-05,0.9905683,2022-04-04,0.9863241,2022-04-05,0.98632157,2022-04-06,0.98826814,2022-03-10,0.92985684,2022-04-06,0.98635983,2022-04-05,0.9863222,2022-04-04,0.98932743
38,38,38,2022-04-06,0.98534876,2022-04-07,0.98864174,2022-04-09,0.9917487,2022-04-07,0.9862706,2022-04-07,0.98951083,2022-04-14,0.98415583,2022-04-07,0.98620945,2022-04-08,0.9890337,2022-04-07,0.99539447,2022-04-07,0.9729721,2022-04-09,0.9917073,2022-04-08,0.9940488,2022-04-08,0.98896563,2022-04-07,0.98750186,2022-04-06,0.98999864,2022-04-09,0.983728,2022-04-09,0.9917771,2022-04-08,0.9876823,2022-04-07,0.98811734,2022-04-08,0.9899574,2022-04-11,0.9929228,2022-04-12,0.9831816,2022-04-07,0.9878138,2022-04-12,0.9832142,2022-04-08,0.991933,2022-04-06,0.9794979,2022-07-11,0.98926437,2022-04-07,0.9894761,2022-04-15,0.98433346,2022-04-07,0.98632944,2022-04-06,0.98555726,2022-04-08,0.9884714,2022-04-07,0.9847074,2022-04-07,0.9851922,2022-04-07,0.9895239,2022-04-06,0.9922104,2022-04-07,0.98813254,2022-04-08,0.9990992,2022-04-07,0.9851367,2022-04-07,0.986036,2022-04-08,0.9944212,2022-04-07,0.9956528,2022-04-11,0.9843625,2022-04-09,0.99167,2022-04-06,0.98559827,2022-04-14,0.98415226,2022-03-12,0.99387705,2022-04-06,0.9891707,2022-04-15,0.9961076,2022-04-07,0.98806936,2022-04-07,0.9885067,2022-04-07,0.9863957,2022-04-07,0.9866687,2022-04-07,0.99272394,2022-04-07,0.9889881,2022-04-06,0.9849222,2022-04-07,0.9846788,2022-04-07,0.9848354,2022-04-07,0.99261844,2022-04-09,0.9843611,2022-04-08,0.98856497,2022-04-07,0.98529726,2022-04-07,0.98537964,2022-04-07,0.9864192,2022-04-15,0.9842308,2022-04-07,0.9862081,2022-04-08,0.9919598,2022-04-06,0.99474984,2022-04-07,0.99274296,2022-04-08,0.9887157,2022-04-08,0.99409425,2022-04-07,0.98687553,2022-04-07,0.9864003,2022-04-06,0.9873481,2022-04-08,0.9919783,2022-03-06,1.0000722,2022-04-07,0.9866611,2022-04-09,0.98438907,2022-04-08,0.9944247,2022-06-08,0.9884658,2022-04-07,0.98657864,2022-04-07,0.9881412,2022-03-08,0.9848079,2022-07-13,0.9886459,2022-04-06,0.9881535,2022-04-09,0.9917258,2022-04-07,0.98281425,2022-04-06,0.9886894,2022-04-06,0.99224675,2022-04-07,0.98518974,2022-04-07,0.98475164,38.0,2022-04-06,0.987411,2022-04-07,0.98621756,2022-04-07,0.9863241,2022-04-07,0.9849048,2022-04-08,0.99195325,2022-03-11,0.9901932,2022-04-08,0.99442756,2022-04-07,0.98496467,2022-04-07,0.9875248
39,39,39,2022-04-09,1.0009958,2022-04-09,0.97103226,2022-04-12,0.9943261,2022-04-09,0.9862706,2022-04-09,0.9880284,2022-04-17,0.98765194,2022-04-09,0.9958893,2022-04-11,0.9965483,2022-04-09,0.9886832,2022-04-12,0.9732478,2022-04-12,0.9945274,2022-04-11,0.9879765,2022-04-11,0.9966457,2022-04-09,0.98919666,2022-04-09,0.9889415,2022-04-12,0.96596885,2022-04-12,0.96082574,2022-04-11,0.9837403,2022-04-09,0.9875636,2022-04-11,0.9867127,2022-04-14,0.9842154,2022-04-15,0.9957015,2022-04-09,0.9935557,2022-04-15,0.99557835,2022-04-11,0.9883078,2022-04-09,0.98538435,2022-07-16,0.98926437,2022-04-09,0.9881757,2022-04-18,0.98433346,2022-04-09,0.98475355,2022-04-09,0.99041325,2022-04-11,0.98774654,2022-04-09,0.99161243,2022-04-09,0.99237424,2022-04-09,0.98798704,2022-04-09,0.98738474,2022-04-09,0.98702097,2022-04-11,0.98910064,2022-04-09,0.9933195,2022-04-09,0.986036,2022-04-11,0.98621446,2022-04-09,0.98844576,2022-04-14,0.98781025,2022-04-12,0.99479574,2022-04-09,0.989843,2022-04-17,0.98765945,2022-03-13,0.9927103,2022-04-09,0.98804015,2022-04-17,0.98283815,2022-04-09,0.9872162,2022-04-09,0.9713911,2022-04-12,0.9863957,2022-04-09,0.9866687,2022-04-12,0.99220645,2022-04-09,0.97072124,2022-04-09,1.0013835,2022-04-09,0.9916521,2022-04-09,0.9903774,2022-04-12,0.99210376,2022-04-12,0.9931721,2022-04-11,0.987738,2022-04-12,0.98529726,2022-04-09,0.9936508,2022-04-09,0.9850902,2022-04-17,0.9951168,2022-04-12,0.9862081,2022-04-11,0.9884009,2022-04-09,0.9864917,2022-04-12,0.99222445,2022-04-11,0.9877399,2022-04-11,0.9876265,2022-04-12,0.98687553,2022-04-09,0.9849832,2022-04-09,0.9914861,2022-04-11,0.98870754,2022-03-08,0.9973715,2022-04-09,0.9866611,2022-04-12,0.9931741,2022-04-11,0.9860547,2022-06-13,0.9884658,2022-04-09,0.9958748,2022-04-09,0.98744226,2022-03-10,0.99424547,2022-07-18,0.9886459,2022-04-09,0.99743915,2022-04-12,0.99452925,2022-04-12,0.983281,2022-04-09,0.9871254,2022-04-09,0.98726946,2022-04-12,0.98518974,2022-04-09,0.9902642,39.0,2022-04-09,0.99147606,2022-04-12,0.98621756,2022-04-09,0.9863241,2022-04-12,0.9849048,2022-04-11,0.98826814,2022-03-13,0.9842322,2022-04-11,0.98635983,2022-04-12,0.98496467,2022-04-09,0.98932743
40,40,40,2022-04-11,0.98534876,2022-04-12,0.98864174,2022-04-14,0.993197,2022-04-12,0.9862706,2022-04-12,0.9890671,2022-04-19,1.0048325,2022-04-12,0.98620945,2022-04-13,0.9890337,2022-04-12,0.9958019,2022-04-15,0.9871533,2022-04-14,0.9931578,2022-04-13,0.99433535,2022-04-13,0.98896563,2022-04-12,0.98538494,2022-04-11,0.98999,2022-04-14,0.983379,2022-04-14,0.99322367,2022-04-13,0.9876823,2022-04-12,0.98847526,2022-04-13,0.98983866,2022-04-16,0.9932343,2022-04-17,0.9829465,2022-04-12,0.9878138,2022-04-17,0.98297775,2022-04-13,0.99211806,2022-04-11,0.9819325,2022-07-21,0.98926437,2022-04-12,0.9890252,2022-04-20,0.98433346,2022-04-12,0.9856907,2022-04-11,0.98555726,2022-04-13,0.9884714,2022-04-12,0.9951048,2022-04-12,0.9851922,2022-04-12,0.9890797,2022-04-11,0.99172807,2022-04-12,0.9884984,2022-04-13,0.9992902,2022-04-12,0.9851367,2022-04-12,0.986036,2022-04-13,0.9928433,2022-04-12,0.99604315,2022-04-16,0.9843625,2022-04-14,0.9931211,2022-04-11,0.98559827,2022-04-19,1.0048374,2022-03-15,0.98417634,2022-04-11,0.9891707,2022-04-20,0.9844233,2022-04-12,0.9884296,2022-04-12,0.9885067,2022-04-15,0.9898571,2022-04-12,0.9866687,2022-04-15,0.9859975,2022-04-12,0.9889881,2022-04-11,0.9849222,2022-04-12,0.99488616,2022-04-12,0.9848354,2022-04-15,0.98680776,2022-04-14,0.9843611,2022-04-13,0.98856497,2022-04-15,0.98605883,2022-04-12,0.98537964,2022-04-12,0.9857603,2022-04-20,0.9842308,2022-04-15,0.98971933,2022-04-13,0.9921289,2022-04-11,0.994369,2022-04-15,0.98593974,2022-04-13,0.9887157,2022-04-13,0.99435836,2022-04-15,0.99694246,2022-04-12,0.985744,2022-04-11,0.9873481,2022-04-13,0.9921533,2022-03-09,0.9874736,2022-04-12,0.9866611,2022-04-14,0.98438907,2022-04-13,0.9928444,2022-06-18,0.9884658,2022-04-12,0.98657864,2022-04-12,0.98850214,2022-03-11,1.0057963,2022-07-23,0.9886459,2022-04-11,0.9881535,2022-04-14,0.9931743,2022-04-15,1.0065563,2022-04-11,0.9886894,2022-04-11,0.99180037,2022-04-15,0.9860567,2022-04-12,0.98475164,40.0,2022-04-11,0.987411,2022-04-15,0.9899197,2022-04-12,0.9863241,2022-04-15,0.9861305,2022-04-13,0.99212015,2022-03-15,0.99213356,2022-04-13,0.9928576,2022-04-15,0.98613375,2022-04-12,0.98537695
41,41,41,2022-04-14,0.9986757,2022-04-14,0.97159994,2022-04-17,0.98436254,2022-04-14,0.9862706,2022-04-14,0.9880284,2022-04-22,0.9882621,2022-04-14,0.99467754,2022-04-16,0.99706596,2022-04-14,0.9886832,2022-04-17,0.9732898,2022-04-17,0.98447543,2022-04-16,0.9879765,2022-04-16,0.9971618,2022-04-14,0.98919666,2022-04-14,0.9889415,2022-04-17,0.98426235,2022-04-17,0.9843032,2022-04-16,0.9833937,2022-04-14,0.9875636,2022-04-16,0.9867127,2022-04-19,0.9842154,2022-04-20,0.9845934,2022-04-14,0.99262184,2022-04-20,0.98464406,2022-04-16,0.9883078,2022-04-14,0.98538435,2022-07-26,0.99872065,2022-04-14,0.9881757,2022-04-23,0.98433346,2022-04-14,0.98475355,2022-04-14,1.0010879,2022-04-16,0.9909472,2022-04-14,0.993066,2022-04-14,0.99079704,2022-04-14,0.98798704,2022-04-14,0.98738474,2022-04-14,0.98702097,2022-04-16,0.98910064,2022-04-14,0.9925829,2022-04-14,0.986036,2022-04-16,0.98621446,2022-04-14,0.98844576,2022-04-19,0.9818256,2022-04-17,0.9844845,2022-04-14,1.0009478,2022-04-22,0.98826766,2022-03-17,0.9908912,2022-04-14,0.9878651,2022-04-22,0.9826057,2022-04-14,0.9872162,2022-04-14,0.97162527,2022-04-17,0.9863957,2022-04-14,0.9866687,2022-04-17,0.9924196,2022-04-14,0.9715528,2022-04-14,0.9985509,2022-04-14,0.99310595,2022-04-14,0.9912144,2022-04-17,0.9923488,2022-04-17,1.002299,2022-04-16,0.9910609,2022-04-17,0.98529726,2022-04-14,0.9938155,2022-04-14,0.9850902,2022-04-22,0.83785385,2022-04-17,0.9862081,2022-04-16,0.9884009,2022-04-14,0.9864917,2022-04-17,0.9924381,2022-04-16,0.9909447,2022-04-16,0.9876265,2022-04-17,0.98687553,2022-04-14,0.9849832,2022-04-14,0.9984399,2022-04-16,0.98870754,2022-03-11,0.98479515,2022-04-14,0.9866611,2022-04-17,1.0022926,2022-04-16,0.9860547,2022-06-23,0.9884658,2022-04-14,0.9946622,2022-04-14,0.98744226,2022-03-13,0.9848079,2022-07-28,0.9886459,2022-04-14,1.0002873,2022-04-17,0.9843612,2022-04-17,0.98303765,2022-04-14,0.98727685,2022-04-14,0.98726946,2022-04-17,0.98518974,2022-04-14,0.9917057,41.0,2022-04-14,0.99844015,2022-04-17,0.98621756,2022-04-14,0.9863241,2022-04-17,0.9849048,2022-04-16,0.98826814,2022-03-16,0.9900567,2022-04-16,0.98635983,2022-04-17,0.98496467,2022-04-14,0.98932743
42,42,42,2022-04-16,0.98534876,2022-04-17,0.98864174,2022-04-19,0.9934211,2022-04-17,0.9862706,2022-04-17,0.99049425,2022-04-24,0.98415583,2022-04-17,0.98620945,2022-04-18,0.9890337,2022-04-17,0.99591297,2022-04-20,0.9871533,2022-04-19,0.9933842,2022-04-18,0.99425757,2022-04-18,0.98896563,2022-04-17,0.9877386,2022-04-16,0.99057454,2022-04-19,0.9834041,2022-04-19,0.9934507,2022-04-18,0.9876823,2022-04-17,0.9878612,2022-04-18,0.99111307,2022-04-21,0.9930424,2022-04-22,0.98271996,2022-04-17,0.9878138,2022-04-22,0.98275083,2022-04-18,0.9908745,2022-04-16,0.9770121,2022-07-31,0.98926437,2022-04-17,0.9904502,2022-04-25,0.98433346,2022-04-17,0.9863363,2022-04-16,0.98555726,2022-04-18,0.9884714,2022-04-17,0.9847074,2022-04-17,0.9851922,2022-04-17,0.99050355,2022-04-16,0.9926239,2022-04-17,0.9878785,2022-04-18,0.99904144,2022-04-17,0.9851367,2022-04-17,0.986036,2022-04-18,0.9922666,2022-04-17,0.9961582,2022-04-21,0.9843625,2022-04-19,0.99335533,2022-04-16,0.98559827,2022-04-24,0.98415226,2022-03-18,1.0026004,2022-04-16,0.9891707,2022-04-25,0.9976012,2022-04-17,0.9878115,2022-04-17,0.9885067,2022-04-20,0.9910436,2022-04-17,0.9866687,2022-04-20,0.9859975,2022-04-17,0.9889881,2022-04-16,0.9849222,2022-04-17,0.9846788,2022-04-17,0.9848354,2022-04-20,0.98680776,2022-04-19,0.9843611,2022-04-18,0.98856497,2022-04-20,0.9857246,2022-04-17,0.98537964,2022-04-17,0.986409,2022-04-25,0.9842308,2022-04-20,0.9909017,2022-04-18,0.9908791,2022-04-16,0.9944466,2022-04-20,0.98593974,2022-04-18,0.9887157,2022-04-18,0.9943178,2022-04-20,0.9996959,2022-04-17,0.98639184,2022-04-16,0.9873481,2022-04-18,0.99089026,2022-03-13,0.9975202,2022-04-17,0.9866611,2022-04-19,0.98438907,2022-04-18,0.99226725,2022-06-28,0.9884658,2022-04-17,0.98657864,2022-04-17,0.9878866,2022-03-15,0.9942135,2022-08-02,0.9886459,2022-04-16,0.9881535,2022-04-19,0.9934055,2022-04-20,0.98476845,2022-04-16,0.9886894,2022-04-16,0.9926704,2022-04-20,0.98573136,2022-04-17,0.98475164,42.0,2022-04-16,0.987411,2022-04-20,0.9911113,2022-04-17,0.9863241,2022-04-20,0.98586965,2022-04-18,0.9908781,2022-03-18,0.9842322,2022-04-18,0.9922838,2022-04-20,0.98586565,2022-04-17,0.9877594
43,43,43,2022-04-19,0.9987508,2022-04-19,0.9724619,2022-04-22,1.0003939,2022-04-19,0.9862706,2022-04-19,0.9880284,2022-04-27,0.9880277,2022-04-19,0.99544525,2022-04-21,0.99665904,2022-04-19,0.9886832,2022-04-22,0.97346216,2022-04-22,0.99500966,2022-04-21,0.9879765,2022-04-21,0.9967641,2022-04-19,0.98919666,2022-04-19,0.9889415,2022-04-22,1.0012218,2022-04-22,1.0004039,2022-04-21,0.9840178,2022-04-19,0.9875636,2022-04-21,0.9867127,2022-04-24,0.9842154,2022-04-25,0.9972542,2022-04-19,0.99286854,2022-04-25,0.99714935,2022-04-21,0.9883078,2022-04-19,0.98538435,2022-08-05,0.98926437,2022-04-19,0.9881757,2022-04-28,0.98433346,2022-04-19,0.98475355,2022-04-19,0.996337,2022-04-21,0.98785853,2022-04-19,0.9933031,2022-04-19,0.99083835,2022-04-19,0.98798704,2022-04-19,0.98738474,2022-04-19,0.98702097,2022-04-21,0.98910064,2022-04-19,0.9926852,2022-04-19,0.986036,2022-04-21,0.98621446,2022-04-19,0.98844576,2022-04-24,0.9883497,2022-04-22,0.99503726,2022-04-19,0.9956938,2022-04-27,0.98803467,2022-03-20,0.98417634,2022-04-19,0.98780894,2022-04-27,0.98304886,2022-04-19,0.9872162,2022-04-19,0.97248685,2022-04-22,0.9863957,2022-04-19,0.9866687,2022-04-22,0.9924251,2022-04-19,0.9724182,2022-04-19,0.9991349,2022-04-19,0.9933358,2022-04-19,0.9917252,2022-04-22,0.9923194,2022-04-22,0.9933655,2022-04-21,0.9878213,2022-04-22,0.98529726,2022-04-19,0.9938852,2022-04-19,0.9850902,2022-04-27,0.9945065,2022-04-22,0.9862081,2022-04-21,0.9884009,2022-04-19,0.9864917,2022-04-22,0.9924432,2022-04-21,0.9878559,2022-04-21,0.9876265,2022-04-22,0.98687553,2022-04-19,0.9849832,2022-04-19,0.99158925,2022-04-21,0.98870754,2022-03-14,0.987459,2022-04-19,0.9866611,2022-04-22,0.99335057,2022-04-21,0.9860547,2022-07-03,0.9884658,2022-04-19,0.99543136,2022-04-19,0.98744226,2022-03-16,1.0050695,2022-08-07,0.9886459,2022-04-19,0.9988716,2022-04-22,1.000361,2022-04-22,0.98281425,2022-04-19,0.9871723,2022-04-19,0.98726946,2022-04-22,0.98518974,2022-04-19,0.9920269,43.0,2022-04-19,0.9915795,2022-04-22,0.98621756,2022-04-19,0.9863241,2022-04-22,0.9849048,2022-04-21,0.98826814,2022-03-20,0.9280014,2022-04-21,0.98635983,2022-04-22,0.98496467,2022-04-19,0.98932743
44,44,44,2022-04-21,0.98534876,2022-04-22,0.98864174,2022-04-24,0.9917105,2022-04-22,0.9862706,2022-04-22,0.98833174,2022-04-29,1.0045352,2022-04-22,0.98620945,2022-04-23,0.9890337,2022-04-22,0.99480665,2022-04-25,0.9871533,2022-04-24,0.99165577,2022-04-23,0.99463606,2022-04-23,0.98896563,2022-04-22,0.9871875,2022-04-21,0.99032897,2022-04-24,0.9833541,2022-04-24,0.99175197,2022-04-23,0.9876823,2022-04-22,0.9886896,2022-04-23,0.9913968,2022-04-26,0.9936518,2022-04-27,0.9831647,2022-04-22,0.9878138,2022-04-27,0.98319846,2022-04-23,0.9919199,2022-04-21,0.9813821,2022-08-10,0.98926437,2022-04-22,0.9883395,2022-04-30,0.9919358,2022-04-22,0.98568493,2022-04-21,0.98555726,2022-04-23,0.9884714,2022-04-22,0.9951198,2022-04-22,0.9851922,2022-04-22,0.9882865,2022-04-21,0.99257547,2022-04-22,0.98870313,2022-04-23,0.9989903,2022-04-22,0.9851367,2022-04-22,0.986036,2022-04-23,0.9936476,2022-04-22,0.9950594,2022-04-26,0.9843625,2022-04-24,0.99163896,2022-04-21,0.98559827,2022-04-29,1.0045378,2022-03-22,0.99272,2022-04-21,0.9891707,2022-04-30,1.0043428,2022-04-22,0.9886403,2022-04-22,0.9885067,2022-04-25,0.9909899,2022-04-22,0.9866687,2022-04-25,0.9859975,2022-04-22,0.9889881,2022-04-21,0.9849222,2022-04-22,0.9950925,2022-04-22,0.9848354,2022-04-25,0.98680776,2022-04-24,0.9843611,2022-04-23,0.98856497,2022-04-25,0.9862539,2022-04-22,0.98537964,2022-04-22,0.98575723,2022-04-30,0.9842308,2022-04-25,0.99086255,2022-04-23,0.9919309,2022-04-21,0.99494547,2022-04-25,0.98593974,2022-04-23,0.9887157,2022-04-23,0.9947453,2022-04-25,0.99763566,2022-04-22,0.98574007,2022-04-21,0.9873481,2022-04-23,0.9919667,2022-03-16,0.98479515,2022-04-22,0.9866611,2022-04-24,0.98438907,2022-04-23,0.99364746,2022-07-08,0.9884658,2022-04-22,0.98657864,2022-04-22,0.9887139,2022-03-18,0.9848079,2022-08-12,0.9886459,2022-04-21,0.9881535,2022-04-24,0.9917037,2022-04-25,1.0066179,2022-04-21,0.9886894,2022-04-21,0.9926195,2022-04-25,0.98625565,2022-04-22,0.98475164,44.0,2022-04-21,0.987411,2022-04-25,0.9910516,2022-04-22,0.9863241,2022-04-25,0.9863561,2022-04-23,0.9919209,2022-03-21,0.99969023,2022-04-23,0.99365807,2022-04-25,0.9863564,2022-04-22,0.9871809
