,Pixel_Intensity_B4,Pixel_Intensity_B3,Pixel_Intensity_B2,IOU,Scores,Class1,Class2,Class3,Class4,Class5,Class6,Cloud_Prob,Date,Fitted,Index,B4_CI,B3_CI,B2_CI,IOU_CI,Scores_CI,Class1_CI,Class2_CI,Class3_CI,Class4_CI,Class5_CI,Class6_CI,Cloud_Prob_CI
98,2604.0,2651.0,3114.0,1.0274590253829956,0.98211384,0.11853665113449097,0.8412870168685913,0.012109576724469662,0.001402471330948174,0.004814572166651487,0.02184975892305374,7.0,2022-10-04 00:00:00,0,99,0,0,0,0,0,1,1,1,1,0,1,0
99,1380.0,1648.0,1837.0,1.0274707078933716,0.9845934,0.1173766627907753,0.84251868724823,0.01210862398147583,0.001403838861733675,0.0048099118284881115,0.021782230585813522,17.0,2022-10-07 00:00:00,0,100,0,0,0,0,1,1,1,1,1,0,1,0
100,7190.0,6891.0,7394.0,1.038958191871643,0.982503,0.13884416222572327,0.8197717070579529,0.012197177857160568,0.0013826050562784076,0.004895787686109543,0.0229084100574255,7.0,2022-10-09 00:00:00,0,101,0,0,0,0,0,0,0,1,1,1,0,0
101,2644.0,3080.0,3646.0,1.0274707078933716,0.9845934,0.1173766627907753,0.84251868724823,0.01210862398147583,0.001403838861733675,0.0048099118284881115,0.021782230585813522,7.0,2022-10-12 00:00:00,0,102,0,1,1,0,1,1,1,1,1,0,1,0
102,4542.0,4423.0,4770.0,1.0274474620819092,0.9821567,0.12312626093626022,0.8364123106002808,0.012124068103730679,0.001396915060468018,0.0048349397256970406,0.022105393931269646,99.0,2022-10-14 00:00:00,0,103,0,0,0,0,0,1,1,1,1,1,1,0
103,1450.0,1733.0,1989.0,1.0274707078933716,0.9845934,0.1173766627907753,0.84251868724823,0.01210862398147583,0.001403838861733675,0.0048099118284881115,0.021782230585813522,39.0,2022-10-17 00:00:00,0,104,0,0,0,0,1,1,1,1,1,0,1,0
104,3701.0,3580.0,3674.0,1.0387353897094729,0.9824916,0.14183081686496735,0.8165907859802246,0.01221093162894249,0.0013826173963025212,0.004908996634185314,0.02307591214776039,40.0,2022-10-19 00:00:00,0,105,1,1,1,0,0,0,0,1,1,1,0,0
105,1532.0,1773.0,2017.0,1.0274707078933716,0.9845934,0.1173766627907753,0.84251868724823,0.01210862398147583,0.001403838861733675,0.0048099118284881115,0.021782230585813522,38.0,2022-10-22 00:00:00,0,106,0,0,0,0,1,1,1,1,1,0,1,0
106,7150.0,6769.0,7312.0,1.0387353897094729,0.9824916,0.14183081686496735,0.8165907859802246,0.01221093162894249,0.0013826173963025212,0.004908996634185314,0.02307591214776039,97.0,2022-10-24 00:00:00,0,107,0,0,0,0,0,0,0,1,1,1,0,0
107,7403.0,7051.0,7565.0,1.0274707078933716,0.9845934,0.1173766627907753,0.84251868724823,0.01210862398147583,0.001403838861733675,0.0048099118284881115,0.021782230585813522,100.0,2022-10-27 00:00:00,0,108,0,0,0,0,1,1,1,1,1,0,1,0
108,1462.0,1710.0,1986.0,1.038958191871643,0.982503,0.13884416222572327,0.8197717070579529,0.012197177857160568,0.0013826050562784076,0.004895787686109543,0.0229084100574255,100.0,2022-10-29 00:00:00,0,109,0,0,0,0,0,0,0,1,1,1,0,0
109,1576.0,1808.0,2093.0,1.0274707078933716,0.9845934,0.1173766627907753,0.84251868724823,0.01210862398147583,0.001403838861733675,0.0048099118284881115,0.021782230585813522,100.0,2022-11-01 00:00:00,0,110,0,0,0,0,1,1,1,1,1,0,1,0
110,1520.0,1746.0,1998.0,1.040560007095337,0.9826258,0.14770133793354034,0.8103752732276917,0.012225196696817875,0.0013820033054798841,0.004930916707962751,0.023385249078273773,100.0,2022-11-03 00:00:00,0,111,0,0,0,0,0,0,0,0,1,1,0,0
111,1483.0,1716.0,1998.0,1.0274707078933716,0.9845934,0.1173766627907753,0.84251868724823,0.01210862398147583,0.001403838861733675,0.0048099118284881115,0.021782230585813522,66.0,2022-11-06 00:00:00,0,112,0,0,0,0,1,1,1,1,1,0,1,0
112,6572.0,6219.0,6869.0,1.0276542901992798,0.9832108,0.15599027276039124,0.8016752600669861,0.012202912010252476,0.0013790829107165337,0.004956278018653393,0.023796213790774345,100.0,2022-11-11 00:00:00,0,113,0,0,0,0,0,0,0,1,1,0,0,0
113,1717.0,1909.0,2247.0,1.0274707078933716,0.9845934,0.1173766627907753,0.84251868724823,0.01210862398147583,0.001403838861733675,0.0048099118284881115,0.021782230585813522,25.0,2022-11-13 00:00:00,0,114,0,0,0,0,1,1,1,1,1,0,1,0
114,1616.0,1830.0,2244.0,1.0276542901992798,0.9832108,0.15599027276039124,0.8016752600669861,0.012202912010252476,0.0013790829107165337,0.004956278018653393,0.023796213790774345,100.0,2022-11-16 00:00:00,0,115,0,0,0,0,0,0,0,1,1,0,0,0
115,1698.0,1880.0,2214.0,1.0274707078933716,0.9845934,0.1173766627907753,0.84251868724823,0.01210862398147583,0.001403838861733675,0.0048099118284881115,0.021782230585813522,98.0,2022-11-18 00:00:00,0,116,0,0,0,0,1,1,1,1,1,0,1,0
116,2888.0,2919.0,3383.0,1.027734875679016,0.9831647,0.15489710867404938,0.8028271794319153,0.012201010249555111,0.0013782370369881392,0.00495324470102787,0.02374322898685932,98.0,2022-11-21 00:00:00,0,117,1,1,1,0,0,0,0,1,1,0,0,0
117,7441.0,7196.0,7700.0,1.0274707078933716,0.9845934,0.1173766627907753,0.84251868724823,0.01210862398147583,0.001403838861733675,0.0048099118284881115,0.021782230585813522,100.0,2022-11-23 00:00:00,0,118,0,0,0,0,1,1,1,1,1,0,1,0
118,4616.0,4328.0,4843.0,1.036689519882202,0.9826622,0.141371950507164,0.817071259021759,0.01221031229943037,0.001383263268508017,0.00490765692666173,0.023055609315633774,99.0,2022-11-26 00:00:00,0,119,0,0,0,0,0,0,0,1,1,1,0,0
119,5148.0,5095.0,5723.0,1.0274707078933716,0.9845934,0.1173766627907753,0.84251868724823,0.01210862398147583,0.001403838861733675,0.0048099118284881115,0.021782230585813522,100.0,2022-12-01 00:00:00,0,120,0,0,0,0,1,1,1,1,1,0,1,0
120,6386.0,6034.0,6870.0,1.0282191038131714,0.98336613,0.15832586586475372,0.7992215752601624,0.012195317074656487,0.0013779820874333382,0.004963594023138285,0.023915592581033707,100.0,2022-12-03 00:00:00,0,121,0,0,0,1,0,0,0,1,1,0,0,0
121,1846.0,2051.0,2533.0,1.0274707078933716,0.9845934,0.1173766627907753,0.84251868724823,0.01210862398147583,0.001403838861733675,0.0048099118284881115,0.021782230585813522,100.0,2022-12-06 00:00:00,0,122,0,0,0,0,1,1,1,1,1,0,1,0
122,6897.0,6166.0,6794.0,1.0300737619400024,0.9826088,0.14270822703838348,0.8156262040138245,0.01221697311848402,0.001385010895319283,0.004915980622172356,0.02314760535955429,79.0,2022-12-08 00:00:00,0,123,0,0,0,1,0,0,0,1,1,1,0,0
123,7626.0,7058.0,7664.0,1.0274707078933716,0.9845934,0.1173766627907753,0.84251868724823,0.01210862398147583,0.001403838861733675,0.0048099118284881115,0.021782230585813522,98.0,2022-12-13 00:00:00,0,124,0,0,0,0,1,1,1,1,1,0,1,0
124,1649.0,1831.0,2258.0,1.0382429361343384,0.9826712,0.14440420269966125,0.8138746023178101,0.012213218957185745,0.0013811832759529352,0.004918147809803486,0.023208804428577423,97.0,2022-12-16 00:00:00,0,125,0,0,0,0,0,0,0,1,1,1,0,0
125,6302.0,5716.0,6509.0,1.0274707078933716,0.9845934,0.1173766627907753,0.84251868724823,0.01210862398147583,0.001403838861733675,0.0048099118284881115,0.021782230585813522,97.0,2022-12-23 00:00:00,0,126,0,0,0,0,1,1,1,1,1,0,1,0
126,3039.0,2958.0,3447.0,1.0300737619400024,0.9826088,0.14270822703838348,0.8156262040138245,0.01221697311848402,0.001385010895319283,0.004915980622172356,0.02314760535955429,100.0,2022-12-26 00:00:00,0,127,1,1,1,1,0,0,0,1,1,1,0,0
0,3585.8158388137817,3508.0241384506226,4014.5652627944946,1.0255116500277381,0.985837931812739,0.1080922131659463,0.8532010807975894,0.011658584203786404,0.0018669827367148173,0.004820398091715639,0.020360696965781244,78.13390585780144,2022-12-27,1,128,1,1,1,0,0,0,0,1,1,0,1,0
1,3813.227042198181,3713.911138534546,4247.5066928863525,1.033557088537691,0.9829659276279017,0.14290123860882886,0.815492905308929,0.012190060859722962,0.0013857797050036424,0.00491022068427327,0.023119775272334664,78.68443743884563,2022-12-28,1,129,1,1,1,0,0,0,0,1,1,1,0,0
2,3807.2118396759033,3703.4605445861816,4174.644318580627,1.0263887329108456,0.9858786507911645,0.10744710632934584,0.8540958677986055,0.011538461414289714,0.0020854664377054632,0.004822056618990267,0.020011007894936483,64.58257555961609,2022-12-29,1,130,1,1,1,0,0,0,0,1,1,0,0,0
3,3847.7154150009155,3757.9555501937866,4252.200240135193,1.0329489544220678,0.9832839847902051,0.13963429274554073,0.8191222643945366,0.012092166978419527,0.0015015011850891824,0.004905524919536219,0.022744230996522674,70.70071689784527,2022-12-30,1,131,1,1,1,0,0,0,0,1,1,1,1,0
4,3724.860255241394,3649.962975502014,4088.426877975464,1.0268110727741941,0.9857441184153686,0.10920259027807333,0.8521919546365098,0.01156668022656504,0.0020545975146148976,0.0048273088353125715,0.02015683556555814,60.9912234544754,2022-12-31,1,132,1,1,1,0,0,0,0,1,1,1,0,0
5,3756.4195795059204,3692.5838384628296,4153.964385032654,1.0326277054408592,0.9834203017232994,0.1378595568567107,0.8210440523816942,0.01206466599074929,0.0015299702412505667,0.004900978657188304,0.022600756080692008,67.80001808702946,2023-01-01,1,133,1,1,1,0,0,0,0,1,1,1,1,0
6,3652.0731143951416,3599.2167024612427,4014.507417678833,1.0271824677311088,0.985593178173076,0.11096579851619026,0.8502656171458511,0.011602120511042813,0.002016159038163323,0.0048316795766218945,0.020318592959483794,59.77178832888603,2023-01-02,1,134,1,1,1,0,1,0,0,1,1,1,1,0
7,3687.7947006225586,3642.265524864197,4080.9424419403076,1.0323340335764897,0.9835332920840756,0.1363699197081587,0.8226529268922604,0.012043829080226942,0.0015505861058500159,0.004896953218660904,0.022485764408656905,66.13066394627094,2023-01-03,1,135,1,1,1,0,1,0,0,1,1,1,1,0
8,3602.903123855591,3564.872854232788,3965.334274291992,1.0275068052135339,0.9854594303767499,0.11253696708445204,0.8485494282977015,0.011633608086384584,0.001981863156942154,0.0048355404888669185,0.02046256126766366,59.2193149626255,2023-01-04,1,136,1,1,1,0,1,0,0,1,1,1,1,0
9,3641.292881965637,3607.8438005447388,4031.1962909698486,1.0320687073049157,0.9836355551153702,0.13503928560385248,0.824091759553994,0.012024398756068422,0.001570084751676859,0.004893373835526127,0.022381076227134145,64.99437774717808,2023-01-05,1,137,1,1,1,0,1,0,0,1,1,1,1,0
10,3571.612632751465,3543.2464838027954,3934.502261161804,1.027788985740699,0.9853436013220289,0.11391315413675329,0.8470479424377118,0.011660339576877732,0.0019529432021840876,0.004838953346138375,0.020586636258940416,58.97473764419556,2023-01-06,1,138,1,1,1,1,1,1,1,1,1,1,1,0
11,3610.1498403549194,3584.5738191604614,3997.5418615341187,1.0318293103262022,0.9837286247573047,0.13384509912430076,0.8253847472769849,0.012006122241245976,0.0015886875707451509,0.004890196262632429,0.022285125656253513,64.17316108942032,2023-01-07,1,139,1,1,1,0,1,1,1,1,1,1,1,0
