,Pixel_Intensity_B4,Pixel_Intensity_B3,Pixel_Intensity_B2,IOU,Scores,Class1,Class2,Class3,Class4,Class5,Class6,Cloud_Prob,Date,Fitted,Index,B4_CI,B3_CI,B2_CI,IOU_CI,Scores_CI,Class1_CI,Class2_CI,Class3_CI,Class4_CI,Class5_CI,Class6_CI,Cloud_Prob_CI
88,1553.0,1849.0,2076.0,1.0277464389801023,0.98317826,0.14891356229782104,0.8091235160827637,0.012196852825582027,0.0013785728951916099,0.004933652002364397,0.023453883826732635,95.0,2022-09-09 00:00:00,0,89,0,0,0,0,0,0,0,1,1,1,0,0
89,1563.0,1831.0,1994.0,1.0274707078933716,0.9845934,0.1173766627907753,0.84251868724823,0.01210862398147583,0.001403838861733675,0.0048099118284881115,0.021782230585813522,2.0,2022-09-12 00:00:00,0,90,0,0,0,0,1,1,1,1,1,0,1,0
90,1516.0,1783.0,1970.0,1.0274474620819092,0.9821567,0.12312626093626022,0.8364123106002808,0.012124068103730679,0.001396915060468018,0.0048349397256970406,0.022105393931269646,75.0,2022-09-14 00:00:00,0,91,0,0,0,0,0,1,1,1,1,1,1,0
91,1610.0,1843.0,2056.0,1.0274707078933716,0.9845934,0.1173766627907753,0.84251868724823,0.01210862398147583,0.001403838861733675,0.0048099118284881115,0.021782230585813522,84.0,2022-09-17 00:00:00,0,92,0,0,0,0,1,1,1,1,1,0,1,0
92,1304.0,1561.0,1866.0,1.0284764766693115,0.9839543,0.16366392374038696,0.7935984134674072,0.012179241515696049,0.0013784406473860145,0.004982813261449337,0.024196991696953773,100.0,2022-09-19 00:00:00,0,93,0,0,0,1,1,0,0,1,1,0,0,0
93,1467.0,1737.0,1956.0,1.0274707078933716,0.9845934,0.1173766627907753,0.84251868724823,0.01210862398147583,0.001403838861733675,0.0048099118284881115,0.021782230585813522,11.0,2022-09-22 00:00:00,0,94,0,0,0,0,1,1,1,1,1,0,1,0
94,1771.0,2022.0,2215.0,1.0274590253829956,0.98211384,0.11853665113449097,0.8412870168685913,0.012109576724469662,0.001402471330948174,0.004814572166651487,0.02184975892305374,98.0,2022-09-24 00:00:00,0,95,0,0,0,0,0,1,1,1,1,0,1,0
95,1460.0,1763.0,1971.0,1.0274707078933716,0.9845934,0.1173766627907753,0.84251868724823,0.01210862398147583,0.001403838861733675,0.0048099118284881115,0.021782230585813522,23.0,2022-09-27 00:00:00,0,96,0,0,0,0,1,1,1,1,1,0,1,0
96,3417.0,3411.0,3630.0,1.028276801109314,0.98316306,0.15429021418094635,0.8034626245498657,0.012215804308652878,0.0013810046948492527,0.004949974827468395,0.02370033971965313,100.0,2022-09-29 00:00:00,0,97,1,1,1,1,0,0,0,1,1,0,0,0
97,1395.0,1692.0,1890.0,1.0274707078933716,0.9845934,0.1173766627907753,0.84251868724823,0.01210862398147583,0.001403838861733675,0.0048099118284881115,0.021782230585813522,100.0,2022-10-02 00:00:00,0,98,0,0,0,0,1,1,1,1,1,0,1,0
