,Unnamed: 0,Date_0,0,Date_1,1,Date_2,2,Date_3,3,Date_4,4,Date_5,5,Date_6,6,Date_7,7,Date_8,8,Date_9,9,Date_10,10,Date_11,11,Date_12,12,Date_13,13,Date_14,14,Date_15,15,Date_16,16,Date_17,17,Date_18,18,Date_19,19,Date_20,20,Date_21,21,Date_22,22,Date_23,23,Date_24,24,Date_25,25,Date_26,26,Date_27,27,Date_28,28,Date_29,29,Date_30,30,Date_31,31,Date_32,32,Date_33,33,Date_34,34,Date_35,35,Date_36,36,Date_37,37,Date_38,38,Date_39,39,Date_40,40,Date_41,41,Date_42,42,Date_43,43,Date_44,44,Date_45,45,Date_46,46,Date_47,47,Date_48,48,Date_49,49,Date_50,50,Date_51,51,Date_52,52,Date_53,53,Date_54,54,Date_55,55,Date_56,56,Date_57,57,Date_58,58,Date_59,59,Date_60,60,Date_61,61,Date_62,62,Date_63,63,Date_64,64,Date_65,65,Date_66,66,Date_67,67,Date_68,68,Date_69,69,Date_70,70,Date_71,71,Date_72,72,Date_73,73,Date_74,74,Date_75,75,Date_76,76,Date_77,77,Date_78,78,Date_79,79,Date_80,80,Date_81,81,Date_82,82,Date_83,83,Date_84,84,Date_85,85,Date_86,86,Date_87,87,Date_88,88,Date_89,89,Date_90,90,Date_91,91,Date_92,92,Date_93,93,Date_94,94,Date_95,95,Date_96,96,Date_97,97,Date_98,98,Date_99,99
0,0,2022-01-01,3523.0,2022-01-02,6251.0,2022-01-04,2450.0,2022-01-02,3711.0,2022-01-02,6528.0,2022-01-04,3623.0,2022-01-02,3484.0,2022-01-01,931.0,2022-01-02,6343.0,2022-01-02,4338.0,2022-01-04,3053.0,2022-01-01,1542.0,2022-01-01,5666.0,2022-01-02,7984.0,2022-01-01,4722.0,2022-01-04,3491.0,2022-01-04,4073.0,2022-01-01,2373.0,2022-01-02,6807.0,2022-01-01,987.0,2022-01-01,1339.0,2022-01-02,7646.0,2022-01-02,6863.0,2022-01-02,6854.0,2022-01-01,1922.0,2022-01-01,3523.0,2022-01-02,6460.0,2022-01-02,6954.0,2022-01-03,5139.0,2022-01-02,4203.0,2022-01-01,4216.0,2022-01-01,3497.0,2022-01-02,5883.0,2022-01-02,6594.0,2022-01-02,7300.0,2022-01-01,3967.0,2022-01-02,6356.0,2022-01-01,2993.0,2022-01-02,4336.0,2022-01-02,3090.0,2022-01-01,3401.0,2022-01-02,7693.0,2022-01-01,5315.0,2022-01-04,4181.0,2022-01-01,4271.0,2022-01-04,3860.0,2022-01-01,3342.0,2022-01-01,1533.0,2022-01-07,5376.0,2022-01-02,5778.0,2022-01-02,7047.0,2022-01-02,4789.0,2022-01-02,5543.0,2022-01-02,3771.0,2022-01-02,6195.0,2022-01-01,4194.0,2022-01-02,4470.0,2022-01-02,5323.0,2022-01-02,3178.0,2022-01-04,5074.0,2022-01-01,4433.0,2022-01-02,4487.0,2022-01-02,4308.0,2022-01-02,4817.0,2022-01-07,2609.0,2022-01-02,3200.0,2022-01-01,3938.0,2022-01-01,15860.0,2022-01-02,2410.0,2022-01-01,7547.0,2022-01-01,13094.0,2022-01-02,5560.0,2022-01-02,4635.0,2022-01-01,3125.0,2022-01-01,4140.0,2022-01-02,4685,2022-01-02,5916.0,2022-01-04,5823.0,2022-01-01,4078.0,2022-01-02,,2022-01-02,5397.0,2022-01-02,7179.0,2022-01-02,5144.0,2022-01-04,3388.0,2022-01-01,7117.0,2022-01-04,2867.0,2022-01-02,2716.0,2022-01-01,8623.0,2022-01-01,3337.0,2022-01-02,3261.0,2022-01-02,4499.0,2022-01-01,3937.0,2022-01-02,4605.0,2022-01-02,2588.0,2022-01-02,5780.0,2022-01-01,6370.0,2022-01-04,3052.0,2022-01-01,4203.0,2022-01-02,7220.0,2022-01-02,6682.0
1,1,2022-01-04,4006.0,2022-01-04,2943.0,2022-01-07,1356.0,2022-01-04,2105.0,2022-01-04,3509.0,2022-01-07,757.0,2022-01-04,4264.0,2022-01-03,3636.0,2022-01-04,2404.0,2022-01-05,640.0,2022-01-07,1248.0,2022-01-03,3881.0,2022-01-03,3697.0,2022-01-04,5926.0,2022-01-04,4757.0,2022-01-07,3379.0,2022-01-07,5486.0,2022-01-03,2596.0,2022-01-04,6577.0,2022-01-03,3626.0,2022-01-04,5093.0,2022-01-07,3187.0,2022-01-04,6914.0,2022-01-07,660.0,2022-01-03,5787.0,2022-01-04,4119.0,2022-01-07,5003.0,2022-01-04,5194.0,2022-01-10,3501.0,2022-01-04,3609.0,2022-01-04,3545.0,2022-01-03,6691.0,2022-01-04,2002.0,2022-01-04,3948.0,2022-01-04,3893.0,2022-01-04,4505.0,2022-01-04,3776.0,2022-01-03,6867.0,2022-01-04,4692.0,2022-01-04,9482.0,2022-01-03,5456.0,2022-01-04,3389.0,2022-01-04,4199.0,2022-01-07,2095.0,2022-01-04,5082.0,2022-01-07,2388.0,2022-01-04,5534.0,2022-01-04,4750.0,2022-01-10,8120.0,2022-01-04,5985.0,2022-01-04,2839.0,2022-01-05,1298.0,2022-01-04,4569.0,2022-01-05,3038.0,2022-01-04,2745.0,2022-01-04,5131.0,2022-01-04,6656.0,2022-01-04,5470.0,2022-01-05,842.0,2022-01-07,3267.0,2022-01-03,3070.0,2022-01-05,676.0,2022-01-04,6162.0,2022-01-04,10038.0,2022-01-10,4195.0,2022-01-05,426.0,2022-01-03,5579.0,2022-01-04,3580.0,2022-01-05,2515.0,2022-01-03,3724.0,2022-01-03,5963.0,2022-01-05,867.0,2022-01-04,4446.0,2022-01-04,3225.0,2022-01-03,4193.0,2022-01-03,1774,2022-01-04,7273.0,2022-01-07,7533.0,2022-01-03,3623.0,2022-01-04,9477.0,2022-01-04,5938.0,2022-01-04,1830.0,2022-01-04,9094.0,2022-01-09,2768.0,2022-01-04,3434.0,2022-01-07,1102.0,2022-01-05,1843.0,2022-01-04,3975.0,2022-01-04,2131.0,2022-01-05,2793.0,2022-01-04,5652.0,2022-01-04,3907.0,2022-01-05,992.0,2022-01-04,2774.0,2022-01-05,1817.0,2022-01-03,1915.0,2022-01-07,748.0,2022-01-03,4884.0,2022-01-05,3029.0,2022-01-04,1197.0
2,2,2022-01-06,5850.0,2022-01-07,5781.0,2022-01-09,2869.0,2022-01-07,650.0,2022-01-07,4802.0,2022-01-14,641.0,2022-01-07,5326.0,2022-01-06,5031.0,2022-01-07,3474.0,2022-01-07,1590.0,2022-01-09,5762.0,2022-01-06,3369.0,2022-01-06,3703.0,2022-01-07,2947.0,2022-01-06,1947.0,2022-01-09,3535.0,2022-01-09,5854.0,2022-01-06,3553.0,2022-01-07,4095.0,2022-01-06,1250.0,2022-01-11,2451.0,2022-01-10,5634.0,2022-01-07,2479.0,2022-01-10,4458.0,2022-01-06,2160.0,2022-01-06,7065.0,2022-01-12,1725.0,2022-01-07,2262.0,2022-01-13,854.0,2022-01-07,2187.0,2022-01-06,1788.0,2022-01-06,5341.0,2022-01-07,4859.0,2022-01-07,876.0,2022-01-07,3795.0,2022-01-06,3455.0,2022-01-07,1610.0,2022-01-06,4447.0,2022-01-07,774.0,2022-01-07,630.0,2022-01-06,5617.0,2022-01-07,4482.0,2022-01-11,4257.0,2022-01-09,4072.0,2022-01-06,2851.0,2022-01-14,1130.0,2022-01-07,4870.0,2022-01-06,6431.0,2022-01-12,3177.0,2022-01-07,4085.0,2022-01-07,7006.0,2022-01-07,957.0,2022-01-07,5785.0,2022-01-07,643.0,2022-01-07,1905.0,2022-01-06,4520.0,2022-01-07,2118.0,2022-01-07,6060.0,2022-01-07,614.0,2022-01-09,1815.0,2022-01-06,4243.0,2022-01-07,4638.0,2022-01-07,2141.0,2022-01-07,1823.0,2022-01-12,4495.0,2022-01-07,602.0,2022-01-06,2494.0,2022-01-06,4404.0,2022-01-07,607.0,2022-01-06,3339.0,2022-01-06,4277.0,2022-01-07,5724.0,2022-01-07,3132.0,2022-01-06,4375.0,2022-01-06,4322.0,2022-01-05,9925,2022-01-07,3016.0,2022-01-09,3703.0,2022-01-06,2252.0,2022-01-09,2672.0,2022-01-07,5235.0,2022-01-07,1706.0,2022-01-07,10051.0,2022-01-14,2509.0,2022-01-06,6530.0,2022-01-09,3496.0,2022-01-07,731.0,2022-01-06,4457.0,2022-01-06,1718.0,2022-01-07,6650.0,2022-01-07,3155.0,2022-01-06,7559.0,2022-01-07,1561.0,2022-01-07,619.0,2022-01-07,650.0,2022-01-06,2301.0,2022-01-10,3516.0,2022-01-06,2381.0,2022-01-07,601.0,2022-01-07,3545.0
3,3,2022-01-09,3714.0,2022-01-09,4415.0,2022-01-12,4544.0,2022-01-09,3755.0,2022-01-09,3820.0,2022-01-17,866.0,2022-01-09,3891.0,2022-01-08,671.0,2022-01-09,1226.0,2022-01-10,1490.0,2022-01-12,4936.0,2022-01-08,918.0,2022-01-08,3954.0,2022-01-09,1033.0,2022-01-09,3124.0,2022-01-12,3733.0,2022-01-12,2288.0,2022-01-08,4991.0,2022-01-09,4033.0,2022-01-08,3897.0,2022-01-14,4177.0,2022-01-12,4403.0,2022-01-09,3874.0,2022-01-12,5462.0,2022-01-08,3120.0,2022-01-09,6186.0,2022-01-17,1541.0,2022-01-09,3667.0,2022-01-15,1587.0,2022-01-09,4251.0,2022-01-09,7724.0,2022-01-08,3872.0,2022-01-09,3408.0,2022-01-09,4947.0,2022-01-09,1475.0,2022-01-09,3908.0,2022-01-09,5528.0,2022-01-08,2263.0,2022-01-09,3550.0,2022-01-09,4880.0,2022-01-08,3095.0,2022-01-09,3855.0,2022-01-14,3875.0,2022-01-12,8442.0,2022-01-09,6740.0,2022-01-17,1600.0,2022-01-11,4726.0,2022-01-09,893.0,2022-01-15,906.0,2022-01-09,5713.0,2022-01-09,2951.0,2022-01-10,5540.0,2022-01-09,9075.0,2022-01-10,3417.0,2022-01-09,983.0,2022-01-09,2907.0,2022-01-09,2902.0,2022-01-09,4795.0,2022-01-10,2294.0,2022-01-12,2590.0,2022-01-08,1827.0,2022-01-10,3295.0,2022-01-09,8111.0,2022-01-09,5779.0,2022-01-15,661.0,2022-01-10,3011.0,2022-01-08,4130.0,2022-01-09,7744.0,2022-01-10,5495.0,2022-01-08,1190.0,2022-01-08,1565.0,2022-01-10,6000.0,2022-01-09,5488.0,2022-01-09,4102.0,2022-01-08,805.0,2022-01-07,672,2022-01-09,7062.0,2022-01-12,1908.0,2022-01-08,3768.0,2022-01-12,,2022-01-09,9543.0,2022-01-09,4122.0,2022-01-09,2683.0,2022-01-19,5972.0,2022-01-09,2493.0,2022-01-12,3604.0,2022-01-10,6371.0,2022-01-09,3435.0,2022-01-09,4165.0,2022-01-10,5442.0,2022-01-09,2788.0,2022-01-09,4415.0,2022-01-10,4252.0,2022-01-09,3906.0,2022-01-10,5404.0,2022-01-08,2845.0,2022-01-12,4480.0,2022-01-08,3950.0,2022-01-10,5430.0,2022-01-09,1682.0
4,4,2022-01-11,2714.0,2022-01-12,4020.0,2022-01-14,870.0,2022-01-12,3717.0,2022-01-12,4071.0,2022-01-19,4541.0,2022-01-12,3750.0,2022-01-11,732.0,2022-01-12,2555.0,2022-01-12,6653.0,2022-01-14,2127.0,2022-01-11,3328.0,2022-01-11,3688.0,2022-01-12,3898.0,2022-01-11,4652.0,2022-01-14,1346.0,2022-01-14,5945.0,2022-01-11,3957.0,2022-01-12,7030.0,2022-01-11,3675.0,2022-01-16,2365.0,2022-01-15,747.0,2022-01-12,5125.0,2022-01-15,857.0,2022-01-11,4770.0,2022-01-11,6998.0,2022-01-22,8980.0,2022-01-12,7327.0,2022-01-18,4469.0,2022-01-12,6269.0,2022-01-11,968.0,2022-01-11,1609.0,2022-01-12,5543.0,2022-01-12,4760.0,2022-01-12,1284.0,2022-01-11,2848.0,2022-01-12,4736.0,2022-01-11,1078.0,2022-01-12,3637.0,2022-01-12,5361.0,2022-01-11,4869.0,2022-01-12,3292.0,2022-01-16,3231.0,2022-01-14,2770.0,2022-01-11,5242.0,2022-01-19,4611.0,2022-01-14,2639.0,2022-01-11,1267.0,2022-01-17,853.0,2022-01-12,4578.0,2022-01-12,7454.0,2022-01-12,4749.0,2022-01-12,5299.0,2022-01-12,5020.0,2022-01-12,2154.0,2022-01-11,5224.0,2022-01-12,4265.0,2022-01-12,4895.0,2022-01-12,4551.0,2022-01-14,5839.0,2022-01-11,556.0,2022-01-12,3063.0,2022-01-12,3922.0,2022-01-12,3381.0,2022-01-17,676.0,2022-01-12,4936.0,2022-01-11,2829.0,2022-01-11,3766.0,2022-01-12,6195.0,2022-01-11,1145.0,2022-01-11,1302.0,2022-01-12,4608.0,2022-01-12,4798.0,2022-01-11,6133.0,2022-01-11,809.0,2022-01-08,6017,2022-01-12,4963.0,2022-01-14,4365.0,2022-01-11,3212.0,2022-01-14,4022.0,2022-01-12,5527.0,2022-01-12,2159.0,2022-01-10,4701.0,2022-01-24,4039.0,2022-01-11,4412.0,2022-01-14,1220.0,2022-01-12,3452.0,2022-01-11,935.0,2022-01-11,4492.0,2022-01-12,4126.0,2022-01-12,5344.0,2022-01-11,3145.0,2022-01-12,3631.0,2022-01-12,768.0,2022-01-12,4272.0,2022-01-11,3773.0,2022-01-14,671.0,2022-01-11,5286.0,2022-01-12,5040.0,2022-01-12,1501.0
5,5,2022-01-14,1554.0,2022-01-14,3067.0,2022-01-17,2882.0,2022-01-14,591.0,2022-01-14,866.0,2022-01-22,3317.0,2022-01-14,3594.0,2022-01-13,4490.0,2022-01-14,2470.0,2022-01-15,3583.0,2022-01-17,8550.0,2022-01-13,6400.0,2022-01-13,4577.0,2022-01-14,3086.0,2022-01-14,2687.0,2022-01-17,4270.0,2022-01-17,5269.0,2022-01-13,7399.0,2022-01-14,1039.0,2022-01-13,6520.0,2022-01-19,5408.0,2022-01-17,855.0,2022-01-14,745.0,2022-01-17,1222.0,2022-01-13,5831.0,2022-01-14,2255.0,2022-01-27,5419.0,2022-01-14,841.0,2022-01-20,2303.0,2022-01-14,3538.0,2022-01-14,3766.0,2022-01-13,3042.0,2022-01-14,3467.0,2022-01-14,2736.0,2022-01-14,2534.0,2022-01-14,5576.0,2022-01-14,682.0,2022-01-13,6887.0,2022-01-14,1808.0,2022-01-14,2508.0,2022-01-13,1441.0,2022-01-14,2905.0,2022-01-19,4723.0,2022-01-17,3369.0,2022-01-14,5374.0,2022-01-22,4911.0,2022-01-16,3837.0,2022-01-14,7548.0,2022-01-20,3266.0,2022-01-14,3920.0,2022-01-14,2111.0,2022-01-15,5470.0,2022-01-14,1211.0,2022-01-15,4532.0,2022-01-14,3688.0,2022-01-14,2347.0,2022-01-14,1251.0,2022-01-14,5741.0,2022-01-15,1788.0,2022-01-17,4197.0,2022-01-13,4290.0,2022-01-15,1929.0,2022-01-14,746.0,2022-01-14,2156.0,2022-01-20,10939.0,2022-01-15,4315.0,2022-01-13,6824.0,2022-01-14,2503.0,2022-01-15,618.0,2022-01-13,4938.0,2022-01-13,6623.0,2022-01-15,2301.0,2022-01-14,1274.0,2022-01-14,3311.0,2022-01-13,5148.0,2022-01-10,6688,2022-01-14,1002.0,2022-01-17,4813.0,2022-01-13,2122.0,2022-01-17,,2022-01-14,7101.0,2022-01-14,2688.0,2022-01-12,6253.0,2022-01-29,2092.0,2022-01-14,5374.0,2022-01-17,1561.0,2022-01-15,965.0,2022-01-14,5188.0,2022-01-14,1508.0,2022-01-15,1858.0,2022-01-14,1225.0,2022-01-14,3072.0,2022-01-15,1152.0,2022-01-14,997.0,2022-01-15,1131.0,2022-01-13,5709.0,2022-01-15,655.0,2022-01-13,4629.0,2022-01-15,926.0,2022-01-14,10542.0
6,6,2022-01-16,2518.0,2022-01-17,2279.0,2022-01-19,4808.0,2022-01-17,1723.0,2022-01-17,3088.0,2022-01-24,4091.0,2022-01-17,5235.0,2022-01-16,1760.0,2022-01-17,916.0,2022-01-17,3145.0,2022-01-19,4410.0,2022-01-16,3904.0,2022-01-16,2178.0,2022-01-17,3012.0,2022-01-16,6017.0,2022-01-19,2707.0,2022-01-19,2970.0,2022-01-16,1260.0,2022-01-17,2589.0,2022-01-16,2548.0,2022-01-21,4811.0,2022-01-20,13138.0,2022-01-17,3067.0,2022-01-20,3526.0,2022-01-16,3997.0,2022-01-16,3026.0,2022-02-01,3990.0,2022-01-17,2324.0,2022-01-23,2992.0,2022-01-17,3919.0,2022-01-16,2717.0,2022-01-16,4284.0,2022-01-17,2479.0,2022-01-17,4841.0,2022-01-17,1223.0,2022-01-16,4528.0,2022-01-17,9348.0,2022-01-16,1554.0,2022-01-17,2766.0,2022-01-17,6459.0,2022-01-16,800.0,2022-01-17,2994.0,2022-01-21,5800.0,2022-01-19,2371.0,2022-01-16,3528.0,2022-01-24,3511.0,2022-01-17,6409.0,2022-01-16,5510.0,2022-01-22,2053.0,2022-01-17,8475.0,2022-01-17,2603.0,2022-01-17,3994.0,2022-01-17,7428.0,2022-01-17,1800.0,2022-01-17,4159.0,2022-01-16,2584.0,2022-01-17,5806.0,2022-01-17,15537.0,2022-01-17,882.0,2022-01-19,5504.0,2022-01-16,2928.0,2022-01-17,1017.0,2022-01-17,1612.0,2022-01-17,1697.0,2022-01-22,809.0,2022-01-17,734.0,2022-01-16,3070.0,2022-01-16,6547.0,2022-01-17,7675.0,2022-01-16,2747.0,2022-01-16,5970.0,2022-01-17,4601.0,2022-01-17,2994.0,2022-01-16,4777.0,2022-01-16,1446.0,2022-01-12,4954,2022-01-17,4434.0,2022-01-19,5670.0,2022-01-16,3157.0,2022-01-19,6677.0,2022-01-17,7225.0,2022-01-17,1577.0,2022-01-14,1270.0,2022-02-03,6454.0,2022-01-16,6249.0,2022-01-19,1228.0,2022-01-17,618.0,2022-01-16,3011.0,2022-01-16,5794.0,2022-01-17,6345.0,2022-01-17,6666.0,2022-01-16,3564.0,2022-01-17,13002.0,2022-01-17,5568.0,2022-01-17,625.0,2022-01-16,2323.0,2022-01-17,607.0,2022-01-16,2636.0,2022-01-17,1179.0,2022-01-17,576.0
7,7,2022-01-19,6657.0,2022-01-19,5173.0,2022-01-22,2797.0,2022-01-19,3268.0,2022-01-19,6221.0,2022-01-27,6536.0,2022-01-19,1502.0,2022-01-18,826.0,2022-01-19,4527.0,2022-01-20,5531.0,2022-01-22,6557.0,2022-01-18,599.0,2022-01-18,4202.0,2022-01-19,5692.0,2022-01-19,6769.0,2022-01-22,3363.0,2022-01-22,3884.0,2022-01-18,5093.0,2022-01-19,4650.0,2022-01-18,1172.0,2022-01-24,4339.0,2022-01-22,2291.0,2022-01-19,5471.0,2022-01-22,2853.0,2022-01-18,1228.0,2022-01-19,5490.0,2022-02-06,8432.0,2022-01-19,6386.0,2022-01-25,1565.0,2022-01-19,3832.0,2022-01-19,5838.0,2022-01-18,6096.0,2022-01-19,3390.0,2022-01-19,1188.0,2022-01-19,6100.0,2022-01-19,6587.0,2022-01-19,5651.0,2022-01-18,632.0,2022-01-19,1611.0,2022-01-19,2224.0,2022-01-18,728.0,2022-01-19,6362.0,2022-01-24,5729.0,2022-01-22,3024.0,2022-01-19,5653.0,2022-01-27,6296.0,2022-01-19,5818.0,2022-01-19,6842.0,2022-01-25,1650.0,2022-01-19,3898.0,2022-01-19,3829.0,2022-01-20,8375.0,2022-01-19,3101.0,2022-01-20,6353.0,2022-01-19,5508.0,2022-01-19,5736.0,2022-01-19,1611.0,2022-01-19,4915.0,2022-01-20,6632.0,2022-01-22,4380.0,2022-01-18,593.0,2022-01-20,4766.0,2022-01-19,996.0,2022-01-19,2983.0,2022-01-25,1553.0,2022-01-20,4303.0,2022-01-18,5965.0,2022-01-19,5854.0,2022-01-20,5353.0,2022-01-18,1512.0,2022-01-18,2236.0,2022-01-20,8030.0,2022-01-19,2576.0,2022-01-19,6887.0,2022-01-18,1292.0,2022-01-13,1394,2022-01-19,3552.0,2022-01-22,4792.0,2022-01-18,947.0,2022-01-22,,2022-01-19,963.0,2022-01-19,4951.0,2022-01-15,1786.0,2022-02-08,6796.0,2022-01-19,6071.0,2022-01-22,2870.0,2022-01-20,2357.0,2022-01-19,5936.0,2022-01-19,7428.0,2022-01-20,3070.0,2022-01-19,5368.0,2022-01-19,6483.0,2022-01-20,9050.0,2022-01-19,2091.0,2022-01-20,5006.0,2022-01-18,728.0,2022-01-19,636.0,2022-01-18,3057.0,2022-01-20,12972.0,2022-01-19,5340.0
8,8,2022-01-21,5308.0,2022-01-22,7220.0,2022-01-24,3522.0,2022-01-22,3828.0,2022-01-22,6349.0,2022-01-29,4539.0,2022-01-22,4507.0,2022-01-21,7693.0,2022-01-22,4653.0,2022-01-22,4150.0,2022-01-24,3029.0,2022-01-21,4860.0,2022-01-21,6339.0,2022-01-22,4551.0,2022-01-21,9039.0,2022-01-24,4405.0,2022-01-24,4694.0,2022-01-21,6645.0,2022-01-22,6290.0,2022-01-21,6279.0,2022-01-26,5242.0,2022-01-25,1695.0,2022-01-22,5125.0,2022-01-25,1695.0,2022-01-21,4506.0,2022-01-21,3608.0,2022-02-11,2963.0,2022-01-22,7332.0,2022-01-28,4860.0,2022-01-22,3810.0,2022-01-21,5553.0,2022-01-21,3171.0,2022-01-22,4069.0,2022-01-22,4683.0,2022-01-22,2144.0,2022-01-21,5043.0,2022-01-22,3186.0,2022-01-21,4255.0,2022-01-22,3454.0,2022-01-22,3447.0,2022-01-21,5373.0,2022-01-22,4031.0,2022-01-26,5201.0,2022-01-24,5643.0,2022-01-21,6918.0,2022-01-29,4573.0,2022-01-21,6118.0,2022-01-21,3538.0,2022-01-27,8229.0,2022-01-22,5239.0,2022-01-22,5069.0,2022-01-22,2465.0,2022-01-22,8138.0,2022-01-22,3989.0,2022-01-22,1277.0,2022-01-21,6300.0,2022-01-22,2098.0,2022-01-22,3372.0,2022-01-22,3457.0,2022-01-24,3361.0,2022-01-21,5238.0,2022-01-22,4622.0,2022-01-22,2226.0,2022-01-22,4082.0,2022-01-27,4822.0,2022-01-22,5230.0,2022-01-21,6150.0,2022-01-21,5627.0,2022-01-22,7517.0,2022-01-21,5631.0,2022-01-21,6562.0,2022-01-22,3861.0,2022-01-22,2569.0,2022-01-21,4383.0,2022-01-21,5918.0,2022-01-15,1031,2022-01-22,6020.0,2022-01-24,4732.0,2022-01-21,5135.0,2022-01-24,1986.0,2022-01-22,5400.0,2022-01-22,6772.0,2022-01-17,1068.0,2022-02-13,3683.0,2022-01-21,4353.0,2022-01-24,5767.0,2022-01-22,982.0,2022-01-21,3539.0,2022-01-21,4153.0,2022-01-22,3800.0,2022-01-22,2531.0,2022-01-21,4992.0,2022-01-22,3954.0,2022-01-22,4328.0,2022-01-22,4659.0,2022-01-21,4274.0,2022-01-20,969.0,2022-01-21,5879.0,2022-01-22,3294.0,2022-01-22,5743.0
9,9,2022-01-24,6490.0,2022-01-24,6642.0,2022-01-27,7981.0,2022-01-24,2709.0,2022-01-24,2700.0,2022-02-01,5699.0,2022-01-24,5589.0,2022-01-23,1810.0,2022-01-24,6223.0,2022-01-25,6641.0,2022-01-27,7335.0,2022-01-23,2714.0,2022-01-23,5260.0,2022-01-24,7150.0,2022-01-24,4313.0,2022-01-27,8035.0,2022-01-27,4712.0,2022-01-23,5873.0,2022-01-24,5746.0,2022-01-23,4509.0,2022-01-29,6287.0,2022-01-27,3969.0,2022-01-24,6225.0,2022-01-27,5108.0,2022-01-23,2233.0,2022-01-24,5927.0,2022-02-16,7943.0,2022-01-24,2592.0,2022-01-30,7148.0,2022-01-24,4743.0,2022-01-24,6014.0,2022-01-23,5244.0,2022-01-24,5608.0,2022-01-24,5047.0,2022-01-24,6223.0,2022-01-24,7604.0,2022-01-24,3515.0,2022-01-23,2914.0,2022-01-24,4513.0,2022-01-24,4769.0,2022-01-23,3786.0,2022-01-24,6883.0,2022-01-29,4099.0,2022-01-27,7682.0,2022-01-24,4739.0,2022-02-01,5645.0,2022-01-22,7249.0,2022-01-24,3230.0,2022-01-30,4723.0,2022-01-24,4844.0,2022-01-24,2844.0,2022-01-25,2570.0,2022-01-24,4438.0,2022-01-25,1523.0,2022-01-24,2943.0,2022-01-24,6381.0,2022-01-24,2750.0,2022-01-24,6005.0,2022-01-25,5300.0,2022-01-27,7294.0,2022-01-23,4553.0,2022-01-25,7203.0,2022-01-24,4466.0,2022-01-24,4638.0,2022-01-30,6109.0,2022-01-25,1529.0,2022-01-23,4697.0,2022-01-24,7440.0,2022-01-25,1521.0,2022-01-23,3297.0,2022-01-23,3083.0,2022-01-25,5602.0,2022-01-24,4640.0,2022-01-24,3825.0,2022-01-23,5890.0,2022-01-17,7923,2022-01-24,3517.0,2022-01-27,7992.0,2022-01-23,4296.0,2022-01-27,,2022-01-24,5345.0,2022-01-24,3742.0,2022-01-19,2056.0,2022-02-18,4592.0,2022-01-24,933.0,2022-01-27,6895.0,2022-01-25,1543.0,2022-01-24,5347.0,2022-01-24,3779.0,2022-01-25,1669.0,2022-01-24,5783.0,2022-01-24,4439.0,2022-01-25,1636.0,2022-01-24,4107.0,2022-01-25,1533.0,2022-01-23,1433.0,2022-01-22,1249.0,2022-01-23,3873.0,2022-01-25,1537.0,2022-01-24,4891.0
